split;reason;text;value
26347;name_party;":
Vi er jo enige i hensigten, men jeg tror også, at ordføreren er klar
over, hvorfor der er nogle partier, der lige pludselig har ændret holdning til det her. Det er jo netop, fordi en af de dele, som Dansk Folkeparti foreslår, er, at hvis et barn allerede er sendt på genopdragelsesrejse, skal man ikke hjælpe barnet, men i stedet for sende forældrene af sted. Det mener vi jo ville være at straffe barnet unødvendigt.";Marcus Knuth
26776;Time;;Kl. 09:17
26804;title_name;":
Hr. Martin Henriksen.";Pia Kjærsgaard
26837;Time;;Kl. 09:17
26860;name_party;":
Der skal man jo være opmærksom på at det er forældrene, der træffer beslutningen. Forældrene må også stå på mål for de beslutninger,
de træffer, og når man som forælder træffer beslutninger, har det også nogle konsekvenser for ens børn. Der synes vi i Dansk Folkeparti
at der er en tendens til, at vi fra Folketingets side i alt for stor grad
går ind og overtager forældreansvaret, især for indvandrerforældrene, når de ikke kan finde ud af at leve op til det. Hvis det er, at man
fremadrettet får mulighed for at sende sit barn af sted på en genopdragelsesrejse, men kan være sikker på, at barnet kommer tilbage,
hvad er så egentlig begrundelsen for, at man ikke skulle gøre det? Så
vi synes, det havde været meget fornuftigt, at vi havde vedtaget det
her beslutningsforslag, for hvis man som forælder træffer beslutning
om, at familien og børnene ikke skal leve efter danske værdier, og at
man heller ikke ønsker at gøre det som forælder, siger vi, at hele familien må tage af sted, og så må de leve et sted, hvor værdierne passer bedre til deres livssyn.

8

Mandag den 4. juni 2018 (B 146)";Martin Henriksen
27967;Time;;Kl. 09:20
27978;Time;;Kl. 09:18
28006;title_name;":
Tak for det. Hr. Mattias Tesfaye, Socialdemokratiet.";Pia Kjærsgaard
28088;title_name;":
Værsgo, hr. Martin Henriksen.";Pia Kjærsgaard
28129;Time;;Kl. 09:18
28140;Time;;Kl. 09:20
28161;name_party;":
Blot for god ordens skyld: Vi har nu ikke ændret holdning på det her
punkt. Vi ser bare en mulighed for at få en endnu bedre løsning end
den, vi har lagt frem med Dansk Folkeparti og med SF. Nu ser det
ud til, at vi til efteråret kan få et bredt flertal i Folketinget, der vil
kunne stå bag en endnu bedre løsning end den, der stod i vores beslutningsforslag, bl.a. fordi det nu også bliver muligt at kriminalisere
danske statsborgere, der sender deres børn på genopdragelsesrejse.
Og det var jo netop en af konklusionerne fra den rapport fra Ankestyrelsen, at flertallet af dem, der sendte deres børn på genopdragelsesrejse til Somalia, Pakistan eller andre steder, faktisk var danske
statsborgere.
Så kunne Dansk Folkeparti ikke også bakke op om en løsning,
som stort set hele Folketinget kommer til at stå bag, i stedet for at
insistere på, at vi vedtager halvdelen af løsningen i dag med et snævert flertal?";Mattias Tesfaye
29097;name_party;":
Hvis man har en politik og man har et konkret forslag og man lægger det ned i Folketingssalen og man har flertal for det og man så
trækker sig fra sit eget forslag, fordi en minister har lovet at undersøge tingene nærmere, så er man blevet snøret af ministeren. Det synes
jeg bare Socialdemokratiet skal holde sig for øje.
Vi har i fællesskab haft et beslutningsforslag, som havde betydet,
hvis det var blevet vedtaget, at i de tilfælde, hvor forældrene havde
sendt børnene af sted på en genopdragelsesrejse, og hvor man havde
inddraget opholdstilladelsen fra barnet – det gør man jo, sådan som
reglerne er i dag: der er muligheder for, at man i visse tilfælde kan
give opholdstilladelsen tilbage, men hovedreglen er, at man inddrager opholdstilladelsen – skulle forældrene sendes samme vej. Men
det sker jo så ikke, fordi Socialdemokratiet og Socialistisk Folkeparti
bakker ud af deres eget forslag. Og det kan vi kun beklage fra Dansk
Folkepartis side.";Martin Henriksen
30064;Time;;Kl. 09:19
30075;Time;;Kl. 09:21
30103;title_name;":
Værsgo.";Pia Kjærsgaard
30140;title_name;":
Fru Pernille Schnoor, Alternativet.";Pia Kjærsgaard
30187;Time;;Kl. 09:19
30198;Time;;Kl. 09:21
30221;name_party;":
Jamen vi har jo fra Dansk Folkepartis side sagt – det gjorde vi også
under førstebehandlingen – at vi synes, det er helt fint, at man straffer danske statsborgere, som sender deres børn af sted på en genopdragelsesrejse.
Men i de tilfælde, hvor man ikke er dansk statsborger, bør det
være sådan, at man inddrager opholdstilladelsen for forældrene og
sender dem samme vej som barnet. Og det kunne vi jo have vedtaget
i dag, men det vedtager vi så ikke. Og det skal jeg ikke lægge skjul
på at jeg synes er rigtig ærgerligt, det er vi triste over i Dansk Folkeparti. For det havde sendt et meget klart signal til de familier, som
ikke ønsker, at deres børn bliver danske, om, at hvis de gør det, er
det hele familien, der ryger ud. Det havde været et klart signal, et tydeligt signal om, at hvis man lægger så markant afstand til det danske samfund, så siger Folketinget, at det har nogle klare konsekvenser. Men det signal sender vi jo netop ikke i dag.";Martin Henriksen
31198;name_party;":
Tak. For Alternativet handler det om, og det er afgørende, at man
selvfølgelig ikke sender sit barn af sted mod dets vilje. Men mener
ordføreren, at det forslag, som ligger her, vil løse den udfordring, der
er?";Pernille Schnoor
31421;Time;;Kl. 09:19
31449;title_name;":
Hr. Mattias Tesfaye.";Pia Kjærsgaard
31481;Time;;Kl. 09:19
31502;name_party;":
Jeg synes ikke, der er nogen grund til at så tvivl om, at Folketinget
sender det signal. For et meget bredt flertal af Folketinget har jo tilkendegivet, at det er vores synspunkt. Og det, som står i vores beslutningsforslag, er, at vi pålægger regeringen at fremsætte et lovforslag, og det er jo præcis det, der står i beretningen. Regeringen vil
fremsætte et lovforslag til efteråret, som ikke alene tager hensyn til
det, der er hovedsigtet i vores beslutningsforslag, men som også kriminaliserer, at danske statsborgere sender deres børn på genopdragelsesrejse. Det er da helt perfekt. Et flertal af Folketinget står bag
både det, der er essensen af vores beslutningsforslag, og det, der er
tankerne bag regeringens forslag, som primært handler om, at vi også skal have de danske statsborgere med.
Så jeg forstår ikke problemet og behovet for igen at behandle det
her forslag i Folketinget.";Mattias Tesfaye
32407;Time;;Kl. 09:21
32435;title_name;":
Værsgo.";Pia Kjærsgaard
32454;Time;;Kl. 09:21
32477;name_party;":
Det vil ikke løse hele problemet, men det vil da løse noget af problemet. Helt konkret ville det formentlig betyde, hvis det blev vedtaget,
at der var nogle forældre, som ville tænke sig om en ekstra gang, så
de ikke ville sende deres børn af sted på en genopdragelsesrejse, fordi hele familien ville risikere at miste opholdstilladelsen. Så i de tilfælde ville det jo hjælpe børnene. Og i de tilfælde, hvor forældrene
alligevel insisterede på, at barnet skulle opdrages på en anden måde
end den typiske danske måde, ville det jo betyde, at familien ville
blive sendt ud, og på den måde ville det så også løse et konkret problem.";Martin Henriksen
33118;Time;;Kl. 09:22
33146;title_name;":
Fru Pernille Schnoor.";Pia Kjærsgaard
33179;Time;;Kl. 09:22
33203;name_party;":
I nogle af de sager, man har fået oplyst, handler det i hvert fald også
om, at man ude i kommunerne og på skolerne og de steder, hvor
man er i kontakt med børnene, ikke rigtig ved, hvad man skal gøre.
Så er det ikke mere sådan nogle ting, nogle mere forebyggelsesmæssige ting, man skal arbejde med?";Pernille Schnoor
33513;Time;;Kl. 09:22
33541;title_name;":
Værsgo.

Mandag den 4. juni 2018 (B 85)";Pia Kjærsgaard
33594;Time;;Kl. 09:25
33605;Time;;Kl. 09:22
33628;name_party;":
Det skal man selvfølgelig også arbejde med. Men det her ville jo også fungere som forebyggelse, hvis det blev vedtaget. For det vil givetvis forhindre nogle i at sende deres børn af sted, hvis de kan se, at
hele familien risikerer at få inddraget deres opholdstilladelse. Så vi
tror på i Dansk Folkeparti, at man selvfølgelig skal forebygge, og at
man skal forsøge at forklare forældrene, at det ikke en god idé at
sende ens børn af sted på genopdragelsesrejse. Men i de tilfælde,
hvor forældrene gør det alligevel, fordi de ikke vil lytte til almindelig sund fornuft – og dem er der jo desværre nogle stykker af her i
vores samfund – vil det så have den konsekvens, at så vil hele familien, forældrene og børnene, blive sendt af sted.";Martin Henriksen
34375;Time;;Kl. 09:23
34403;title_name;":
Så er det hr. Roger Courage Matthisen, Alternativet.";Pia Kjærsgaard
34467;Time;"Roger Courage Matthisen (ALT):
Tak for det, og tak til ordføreren for uddybningen. Jeg hørte ikke lige svaret på fru Pernille Schnoors spørgsmål om, at vi lægger meget
vægt på, om det er med eller uden samtykke fra barnet. Eksempelvis
kender vi jo flere Østerbroforældre, som er taget af sted i mere end 3
måneder, hvor de sejler rundt i verden eller lader barnet bo hos en
bedsteforælder på et andet kontinent. Hvornår er det så, at vi vurderer hvad? Så handler det ikke også meget om, at vi inddrager barnets
opfattelse af, hvad der sker på den tur?";Kl. 09:23
35048;title_name;":
Værsgo.";Pia Kjærsgaard
35067;Time;;Kl. 09:25
35090;name_party;":
Man vil gå ind og vurdere i forhold til det spørgsmål, som bliver stillet, om det er en genopdragelsesrejse, og om den har negativ indflydelse på barnets integration i Danmark. Og hvis man vurderer det,
gælder der jo så det, som ministeren har lagt op til, nemlig at det så
fremadrettet vil blive strafbart, hvis man er dansk statsborger.
I forhold til at forebygge: Jamen altså, det er jo noget, der foregår
ude i kommunerne allerede i dag. Man forsøger jo at tale med forældrene. Hvis der er nogen, der bliver opmærksomme på, at der er et
barn, der er i risiko for at blive sendt af sted på en genopdragelsesrejse, så taler man jo med barnet, man kan tale med forældrene osv.,
og man vil selvfølgelig også kunne underrette myndighederne. I
yderste konsekvens vil man jo kunne gå ind og tage barnet fra forældrene, hvis man vurderer, at det er nødvendigt. Men det er jo en vurdering, man foretager lokalt ude i kommunerne.";Martin Henriksen
36025;Time;;Kl. 09:26
36053;title_name;":
Tak for det. Så er der ikke flere, der har bedt om ordet, og så skal vi
til afstemning.";Pia Kjærsgaard
36152;Time;;Kl. 09:26
36163;Time;Afstemning;Kl. 09:24
36186;Time;;Kl. 09:24
36214;title_name;":
Der stemmes om forslagets endelige vedtagelse.
Afstemningen er slut.";Pia Kjærsgaard
36312;title_name;":
Værsgo.";Pia Kjærsgaard
36343;name_party;":
Reglerne er sådan i dag, at hvis myndighederne går ind og vurderer,
at den rejse, barnet er sendt af sted på, har negativ indflydelse på
barnets integration i det danske samfund, altså hvis barnet f.eks. bliver sendt ned et sted, hvor man må antage, at det er meget sandsynligt, at barnet vil blive sendt på en koranskole, så vil det jo tale for,
at man så inddrager barnets opholdstilladelse. Og med vores beslutningsforslag vil det så betyde, at man så også skulle gå ind og kigge
på, om man kunne inddrage forældrenes opholdstilladelse. Det er jo
det, man vurderer det ud fra i dag, og den vurdering har vi ikke lagt
op til at ændre med vores beslutningsforslag.";Martin Henriksen
37020;Time;;Kl. 09:24
37048;title_name;":
Værsgo, hr. Roger Courage Matthisen.";Pia Kjærsgaard
37096;Time;"9

For stemte 22 (DF), imod stemte 77 (S, V, EL, LA, ALT, RV, SF og
KF), hverken for eller imod stemte 0.
Forslaget til folketingsbeslutning er forkastet.

Det næste punkt på dagsordenen er:
14) 2. (sidste) behandling af beslutningsforslag nr. B 85:
Forslag til folketingsbeslutning om et helt eller delvist udgangsforbud for asylansøgere under 18 år.
Af Martin Henriksen (DF) m.fl.
(Fremsættelse 13.03.2018. 1. behandling 26.04.2018. Betænkning
31.05.2018).";Kl. 09:24
37566;Time;"Roger Courage Matthisen (ALT):
Tak for det. Tak for uddybningen. Nu gælder det jo så ikke for mig,
fordi jeg selv er dansk statsborger, men jeg har en far, som er fra
Ghana, og hvis jeg skulle være bekymret, hvis ikke jeg var dansk
statsborger, for at tage den beslutning på baggrund af, at mit barn
faktisk havde lyst til genopdage, måske mere end at blive genopdraget, sin farfars fædreland, så synes jeg, at vi er nødt til at lægge vægt
på det element. Det var det ene.
Det er andet er: Jeg hørte ikke rigtig, hvilket kendskab ordføreren
har til forebyggelse og dialog i forhold til de her indsatser. Kan ordføreren nævne nogle tiltag, nogle initiativer?

Forhandling";Kl. 09:26
38265;title_name;":
Der er ikke stillet ændringsforslag.
Værsgo til hr. Martin Henriksen.";Pia Kjærsgaard
38346;Time;(Ordfører);Kl. 09:27
38380;name_party;":
Tak for det. Her vil jeg så godt sige tak til Socialdemokratiet, fordi
man vælger at bakke op om et beslutningsforslag fra Dansk Folkeparti, som handler om et helt eller delvist udgangsforbud for asylan-

10

Mandag den 4. juni 2018 (B 86)

søgere under 18 år. Og så vil jeg godt sende en opfordring til ministeren om, at ministeren så hurtigt som muligt vender tilbage til Folketinget med ministeriets vurdering af, om det her vil kunne lade sig
gøre at gennemføre rent juridisk inden for konventionerne. Det behøver ikke at være sådan for Dansk Folkepartis skyld, men når nu
andre partier lægger vægt på det, synes jeg, det vil være godt, hvis
man kan få den vurdering fra ministeriet så hurtigt som muligt, og så
kunne regeringspartierne selvfølgelig også, hvis de er enige i intentionerne bag beslutningsforslaget, vælge at bakke op om det.

Det næste punkt på dagsordenen er:
16) 2. (sidste) behandling af beslutningsforslag nr. B 106:
Forslag til folketingsbeslutning om aktivering af nødbremsen til
afvisning af asylansøgere ved grænsen.
Af Martin Henriksen (DF) m.fl.
(Fremsættelse 21.03.2018. 1. behandling 17.05.2018. Betænkning
29.05.2018).";Martin Henriksen
39544;Time;;Kl. 09:29
39555;Time;Forhandling;Kl. 09:27
39595;title_name;":
Tak for det.
Der er ikke flere, der har bedt om ordet, og så skal vi til afstemning.";Pia Kjærsgaard
39691;Time;;Kl. 09:27
39719;title_name;":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Pia Kjærsgaard
39856;Time;"Afstemning
Afstemning";Kl. 09:29
39906;title_name;":
Der stemmes om forslagets endelige vedtagelse.
Afstemningen slutter.";Pia Kjærsgaard
40004;title_name;":
Der stemmes om forslagets endelige vedtagelse.
Afstemningen er slut.

For stemte 49 (S og DF), imod stemte 50 (V, EL, LA, ALT, RV, SF
og KF), hverken for eller imod stemte 0.

For stemte 22 (DF), imod stemte 77 (S, V, EL, LA, ALT, RV, SF og
KF), hverken for eller imod stemte 0.

Forslaget til folketingsbeslutning er forkastet.
Forslaget til folketingsbeslutning er forkastet.

Det næste punkt på dagsordenen er:
15) 2. (sidste) behandling af beslutningsforslag nr. B 86:
Forslag til folketingsbeslutning om automatisk inddragelse af
opholdstilladelse for udlændinge, der har modtaget kontanthjælp eller starthjælp i 3 år.
Af Martin Henriksen (DF) m.fl.
(Fremsættelse 13.03.2018. 1. behandling 26.04.2018. Betænkning
22.05.2018).

Det næste punkt på dagsordenen er:
17) 2. (sidste) behandling af beslutningsforslag nr. B 142:
Forslag til folketingsbeslutning om større hensyntagen til børns
trivsel på asylcentre.
Af Holger K. Nielsen (SF) og Jacob Mark (SF).
(Fremsættelse 26.04.2018. 1. behandling 23.05.2018. Betænkning
29.05.2018).";Pia Kjærsgaard
41052;Time;;Kl. 09:30
41063;Time;"Forhandling

Forhandling";Kl. 09:28
41117;title_name;":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Pia Kjærsgaard
41272;title_name;":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Pia Kjærsgaard
41409;Time;;Kl. 09:30
41420;Time;"Afstemning

Afstemning";Kl. 09:28
41472;title_name;":
Der stemmes om forslagets endelige vedtagelse.
Afstemningen er slut.";Pia Kjærsgaard
41570;title_name;":
Der stemmes om forslagets endelige vedtagelse.
Afstemningen er slut.

For stemte 22 (DF), imod stemte 77 (S, V, EL, LA, ALT, RV, SF og
KF), hverken for eller imod stemte 0.

For stemte 22 (EL, ALT, RV og SF), imod stemte 77 (S, DF, V, LA
og KF), hverken for eller imod stemte 0.

Forslaget til folketingsbeslutning er forkastet.

Forslaget til folketingsbeslutning er forkastet.

Mandag den 4. juni 2018 (B 123)

Det næste punkt på dagsordenen er:
18) 2. (sidste) behandling af beslutningsforslag nr. B 99:
Forslag til folketingsbeslutning om fratagelse af passet fra dømte
pædofile.
Af Peter Kofod Poulsen (DF) m.fl.
(Fremsættelse 16.03.2018. 1. behandling 22.05.2018. Betænkning
31.05.2018).";Pia Kjærsgaard
42276;Time;Forhandling;Kl. 09:31
42316;title_name;":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Pia Kjærsgaard
42453;Time;"11

Forslaget til folketingsbeslutning er vedtaget og vil herefter blive
sendt til justitsministeren.

Det næste punkt på dagsordenen er:
20) 2. (sidste) behandling af beslutningsforslag nr. B 91:
Forslag til folketingsbeslutning om en uvildig undersøgelse af
udlændinge- og integrationsministerens håndtering af adskilt
indkvartering af mindreårige gifte eller samlevende asylansøgere.
Af Mattias Tesfaye (S), Nikolaj Villumsen (EL), Josephine Fock
(ALT), Sofie Carsten Nielsen (RV) og Holger K. Nielsen (SF).
(Fremsættelse 14.03.2018. 1. behandling 26.04.2018. Betænkning
23.05.2018).";Kl. 09:31
43051;Time;"Afstemning
Forhandling";Kl. 09:32
43102;title_name;":
Der stemmes om forslagets endelige vedtagelse.
Afstemningen er slut.
For stemte 22 (DF), imod stemte 77 (S, V, EL, LA, ALT, RV, SF og
KF), hverken for eller imod stemte 0.";Pia Kjærsgaard
43303;title_name;":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Pia Kjærsgaard
43440;Time;"Forslaget til folketingsbeslutning er forkastet.
Afstemning";Kl. 09:33
43528;title_name;":
Der stemmes om forslagets endelige vedtagelse.
Afstemningen er slut.
Det næste punkt på dagsordenen er:
19) 2. (sidste) behandling af beslutningsforslag nr. B 123:
Forslag til folketingsbeslutning om skærpelse af straffen i sager
om illegal handel med cigaretter og bedre muligheder for politiet
til at udføre en styrket kontrolindsats.
Af Hans Kristian Skibby (DF) m.fl.
(Fremsættelse 23.03.2018. 1. behandling 15.05.2018. Betænkning
31.05.2018).

For stemte 47 (S, EL, ALT, RV og SF), imod stemte 51 (DF, V, LA
og KF), hverken for eller imod stemte 0.
Forslaget til folketingsbeslutning er forkastet.";Pia Kjærsgaard
44143;Time;Forhandling;Kl. 09:31
44183;title_name;":
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.";Pia Kjærsgaard
44320;Time;"Det næste punkt på dagsordenen er:
21) 2. (sidste) behandling af beslutningsforslag nr. B 140:
Forslag til folketingsbeslutning om afskaffelse af ministerpension og pension til ministerbørn (borgerforslag).
Af Peter Skaarup (DF), Pernille Skipper (EL), Christina Egelund
(LA), Carolina Magdalene Maier (ALT), Morten Østergaard (RV),
Karsten Hønge (SF) og Mette Abildgaard (KF).
(Fremsættelse 11.04.2018. 1. behandling 03.05.2018. Betænkning
29.05.2018).";Kl. 09:32
44785;Time;Afstemning;Kl. 09:33
44824;title_name;":
Der stemmes om forslagets endelige vedtagelse.
Afstemningen er slut.
For stemte 81 (S, DF, V, LA, ALT og KF), imod stemte 18 (EL, RV
og SF), hverken for eller imod stemte 0.

Forhandling";Pia Kjærsgaard
45039;title_name;":
Dette beslutningsforslag er et borgerforslag.
Der er ikke stillet ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, går vi til afstemning.

12

Mandag den 4. juni 2018 (B 143)";Pia Kjærsgaard
45261;Time;Afstemning;Kl. 09:34
45300;title_name;":
Afstemningen er slut.
For stemte 0, imod stemte 55 (S, V, LA og KF), hverken for eller
imod stemte 44 (DF, EL, ALT, RV og SF).
Forslaget til folketingsbeslutning er forkastet.

Det næste punkt på dagsordenen er:
22) 2. (sidste) behandling af beslutningsforslag nr. B 143:
Forslag til folketingsbeslutning om ændring af folketingsbeslutning om statsrevisorernes valg og virksomhed.
Af Pia Kjærsgaard (DF), Henrik Dam Kristensen (S), Kristian Pihl
Lorentzen (V) og Leif Mikkelsen (LA).
(Fremsættelse 04.05.2018. 1. behandling 09.05.2018. Betænkning
29.05.2018).";Pia Kjærsgaard
45871;Time;Forhandling;Kl. 09:35
45911;title_name;":
Forhandlingen drejer sig i første omgang om det stillede ændringsforslag.
Er der nogen, der ønsker at udtale sig?
Da det ikke er tilfældet, er forhandlingen om ændringsforslaget
sluttet, og vi går til afstemning.

dersøgelse er lidt ubehageligt, i forhold til at det er en af de vigtigste
instanser i Folketinget, nemlig den, der kan kigge ministrene over
skulderen.
Indtil nu har det været sådan, at én statsrevisor har kunnet bede
om en undersøgelse. Det sker uhyre sjældent: vi har ledt og ledt i
Udvalget for Forretningsordenen og fundet, at der måske er ét tilfælde, hvor en statsrevisor har bedt om det. Som regel sker det i fællesskab, og det er da også det bedste. Så det er, ligesom om man nu siger, at de gamle magtpartier ikke længere synes, at de har tillid til, at
andre kommer ind, og så vil man til at lave om på det, og nu skal der
være to statsrevisorer, der beder om en undersøgelse. Det synes jeg
er en meget, meget dårlig mindretalsbeskyttelse og et signal fra de
store regeringspartier om, at de ikke har tillid til andre partier til, at
man kan administrere en fælles holdning til Statsrevisorernes ressourcer. For det er jo ikke noget med, som De Konservative sagde,
at det bliver dyrere. Det gør det jo ikke. Statsrevisorerne har et budget til de undersøgelser, der skal laves, og det er jo et spørgsmål om
prioritering, i forhold til hvilke undersøgelser man vælger.
Derfor er vi kede af, at I viser os den manglende tillid, når nu vi
får en plads i statsrevisorkollegiet. Vi havde håbet på, at man kunne
stole så meget på hinanden, at man også sagde: Selvfølgelig kan den
ordning fortsætte. Den har været der stort set altid og aldrig været et
problem, eller som hr. Martin Lidegaard sagde under forhandlingerne: Hvis der skulle opstå et teoretisk problem om, at reglen blev misbrugt, kunne vi jo hurtigt træde sammen og så ændre på tingene. Det
ville jo være en meget mere fornuftig måde at gøre det på.
Men som det ligger nu, kan vi ikke stemme for ændringen af reglerne for Statsrevisorer, da det netop forringer mindretalsbetingelserne væsentligt.";Pia Kjærsgaard
48000;Time;;Kl. 09:39
48028;title_name;":
Der er lige en kort bemærkning fra fru Mette Abildgaard, Det Konservative Folkeparti.";Pia Kjærsgaard
48125;Time;;Kl. 09:39
48136;Time;Afstemning;Kl. 09:36
48175;title_name;":
Der stemmes om ændringsforslag nr. 1 af et mindretal (DF, EL,
ALT, RV og SF).
Afstemningen er slut.
For stemte 44 (DF, EL, ALT, RV og SF), imod stemte 55 (S, V, LA
og KF), hverken for eller imod stemte 0.";Pia Kjærsgaard
48404;name_party;":
Tak for det. Jeg vil egentlig bare lige bede ordføreren om at bekræfte, at de ændringer, vi vedtager i dag, vedtager vi, fordi der er en
enigt Statsrevisorkollegium, som har bedt om dem, altså i fuldstændig enighed.";Mette Abildgaard
48631;Time;;Kl. 09:39
48659;title_name;":
Værsgo.";Pia Kjærsgaard
48678;Time;;Kl. 09:39
48706;title_name;":
Forhandlingen drejer sig derefter om forslaget som helhed.
Er der nogen, der ønsker at udtale sig om forslaget? Hr. Christian
Juhl, værsgo.";Pia Kjærsgaard
48868;name_party;":
Ja, det er fuldstændig rigtigt. Men det gør det jo ikke bedre, at et
fuldstændig enigt kollegium af statsrevisorer, hvoraf halvdelen afgår
nu, beder om det. Det er jo det samme problem: at det sådan set er
Folketinget, der skal tage stilling til det. Jeg kan godt forstå det,
hvad angår fem ud af de seks ændringer, for det er administrative,
sproglige ændringer, som vi skal have lavet. Men den sidste ændring, som handler om, at der nu skal to statsrevisorer til for at bede
om en undersøgelse hos Rigsrevisionen, er en væsentlig ændring, og
der er det sådan set underordnet, om det er en eller to eller hele kollegiet af statsrevisorer, som har bedt om det.";Christian Juhl
49541;Time;;Kl. 09:36
49552;Time;Ændringsforslaget er forkastet.;Kl. 09:40
49595;Time;"Forhandling

(Ordfører)";Kl. 09:36
49640;name_party;":
Tak for det. Vi er lidt kede af i Enhedslisten at blive budt velkommen på den her måde. Vi har ikke haft en statsrevisorpost før, og vi
fornemmer, at det så nu at gøre det meget sværere at bede om en un-";Christian Juhl
49873;title_name;":
Tak. Så kan jeg se på hr. Martin Lidegaard, at man godt vil have en
tale. Værsgo.

Mandag den 4. juni 2018 (B 147)";Pia Kjærsgaard
50001;Time;(Ordfører);Kl. 09:40
50035;name_party;":
Ja, det er bare i forhold til det store mindretal, der stillede det ændringsforslag, der lige er blevet afvist, og som netop kom Enhedslisten i møde, fordi vi synes, det er vigtigt, at der er én statsrevisor,
der principielt set kan rejse en sag, hvis det er nødvendigt. Vi har
heldigvis kun oplevet det, som hr. Christian Juhl sagde, én gang,
men den ene gang var det i hvert fald relevant, og man kan da godt
forestille sig, det er relevant, og derfor havde vi helst set, at man
havde den mindretalsbeskyttelse. Det er der ikke et flertal i Folketinget der ønsker, og så vil jeg bare sige, at vi så ender med at støtte det
samlede forslag, fordi vi synes, de øvrige ændringer i pakken er fornuftige, og fordi vi selvfølgelig bakker op om statsrevisorinstitutionen som sådan.";Martin Lidegaard
50823;Time;;Kl. 09:41
50851;title_name;":
Tak for det.
Der er ikke flere, der ønsker ordet, og så går vi til afstemning.";Pia Kjærsgaard
50941;Time;"13

af en indstilling fra Udvalget for Forretningsordenen, vel at mærke
en indstilling, som hele udvalget står bag, og som bygger på et langt
arbejde i udvalget og før det i Antorini-Skaarup-arbejdsgruppen.
Derfor havde det nok været det naturlige, at forslaget var blevet henvist direkte til anden og sidste behandling uden at skulle tilbage til
Udvalget for Forretningsordenen, men der skete altså det til førstebehandlingen, at forslaget alligevel blev henvist til Udvalget for Forretningsordenen.
Siden der jo ikke er så meget nyt at diskutere, har vi ikke i udvalget fundet grund til at skrive en tillægsbetænkning over forslaget. I
stedet for er udkommet blevet, at jeg på udvalgets vegne afgiver en
mundtlig indstilling om vedtagelse af forslaget. Altså, jeg skal hermed på vegne af Udvalget for Forretningsordenen indstille beslutningsforslaget til vedtagelse uændret.
Når jeg nu for en sjælden gangs skyld har ordet her på talerstolen, vil jeg godt benytte lejligheden til at sige tak for det store arbejde, som Antorini-Skaarup-arbejdsgruppen har gjort for at komme videre med de mange forskellige spørgsmål, som var oppe at vende på
Præsidiets konference i januar 2017. Jeg vil også godt sige mange
tak for det konstruktive efterfølgende arbejde i Udvalget fra Forretningsordenen og for den positive modtagelse, som forslaget har fået
ved behandlingen her i salen. Det har været en fornøjelse. Tak for
det.";Kl. 09:41
52370;Time;Afstemning;Kl. 09:44
52418;title_name;":
Tak. Er der flere, der ønsker at udtale sig?
Det er ikke tilfældet, og vi går til afstemning";Leif Mikkelsen
52540;title_name;":
Der stemmes om lovforslagets endelige vedtagelse.
Afstemningen er slut.";Pia Kjærsgaard
52624;Time;"For stemte 85 (S, DF, V, LA, RV, SF og KF), imod stemte 13 (EL
og ALT), hverken for eller imod stemte 0.
Forslaget til folketingsbeslutning er vedtaget. Statsrevisorerne vil få
meddelelse om denne beslutning.
Så vil hr. Leif Mikkelsen være venlig lige at overtage formandsstolen for en kort bemærkning.

Afstemning";Kl. 09:44
52976;title_name;":
Der stemmes om forslagets endelige vedtagelse, og der kan stemmes.
Afstemningen er slut.
For stemte 99 (S, DF, V, EL, LA, ALT, RV, SF og KF), mod stemte
0, hverken for eller imod stemte 0.
Forslaget til folketingsbeslutning er enstemmigt vedtaget.

Det næste punkt på dagsordenen er:
23) 2. (sidste) behandling af beslutningsforslag nr. B 147:
Forslag til folketingsbeslutning om ændring af forretningsordenen for Folketinget. (Ændring af forskellige arbejdsformer og
forretningsgange m.v.).
Af Udvalget for Forretningsordenen.
(Forslag som fremsat (i betænkning) 23.05.2018. Anmeldelse (i salen) 24.05.2018. 1. behandling 29.05.2018).";Leif Mikkelsen
53623;Time;Forhandling;Kl. 09:42
53672;title_name;":
Der er ikke stillet ændringsforslag.
Jeg giver formanden for Udvalget for Forretningsordenen ordet.
Værsgo til fru Pia Kjærsgaard.";Leif Mikkelsen
53814;Time;(Ordfører);Kl. 09:42
